kode_prov,kode_kab,kode_kec,kode_desa,kode_sls,kode_subsls,id_rt,id_art,r420a,r420b,r421,r421_desk,r422,r423,r424,r425,r426,r421_kode
14,1,30,19,5,0,17,1,1.0,1.0,13,SOPIR TRAVEL,0.0,0.0,11,1.0,1.0,13.0
14,1,30,19,1,0,3,1,1.0,1.0,03,PETANI SAWIT,3.0,0.0,11,2.0,1.0,3.0
14,1,30,19,5,0,19,1,1.0,1.0,23,ORGEN TUNGGAL,6.0,0.0,11,2.0,1.0,23.0
14,1,30,18,21,0,89,2,1.0,1.0,19,KONTRAKAN,0.0,0.0,11,1.0,1.0,19.0
14,1,30,19,2,0,19,1,1.0,1.0,14,KEDAI KOPI,0.0,1.0,11,1.0,1.0,14.0
14,1,30,19,2,0,22,1,1.0,1.0,12,MENJUAL PERLENGKAPAN SEPEDA MOTOR,0.0,3.0,11,2.0,5.0,12.0
14,1,30,19,2,0,24,1,1.0,1.0,12,WARUNG HARIAN,0.0,1.0,11,1.0,1.0,12.0
14,1,30,19,3,0,49,1,1.0,1.0,12,USAHA PARFUM ISI ULANG,1.0,0.0,11,1.0,7.0,12.0
14,1,30,19,4,0,5,2,1.0,1.0,15,COUNTER HP,1.0,1.0,11,1.0,3.0,15.0
14,1,30,19,4,0,8,1,1.0,1.0,24,USAHA LOUNDRY,0.0,1.0,11,1.0,5.0,24.0
14,1,30,19,1,0,41,1,1.0,1.0,22,TUKANG BUAT GIGI,0.0,0.0,10,1.0,1.0,22.0
14,1,30,19,2,0,2,2,1.0,1.0,12,MENJUAL PAKAIAN JADI,0.0,1.0,11,1.0,5.0,12.0
14,1,30,19,2,0,25,1,1.0,1.0,19,AGEN TRAVEL,0.0,1.0,11,1.0,5.0,19.0
14,1,30,18,21,0,81,2,1.0,1.0,24,SALON,3.0,0.0,01,2.0,4.0,24.0
14,1,30,18,21,0,82,2,1.0,1.0,03,PERKEBUNAN,0.0,0.0,11,1.0,35.0,3.0
14,1,30,18,18,0,95,2,1.0,1.0,12,JAJANAN MAKANAN HARIAN,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,2,0,29,1,1.0,1.0,12,USAHA AQUARIUM,0.0,4.0,11,1.0,7.0,12.0
14,1,30,19,2,0,15,1,1.0,1.0,03,BERKEBUN SAWIT,1.0,0.0,11,2.0,1.0,3.0
14,1,30,19,2,0,32,1,1.0,1.0,12,WARUNG HARIAN,0.0,1.0,11,1.0,1.0,12.0
14,1,30,19,2,0,23,1,1.0,1.0,08,PERCETAKAN UNDANGAN DAN SEPANDUK,2.0,0.0,11,2.0,7.0,8.0
14,1,30,19,2,0,33,1,1.0,1.0,14,PEDAGANG BAKSO,0.0,1.0,11,1.0,1.0,14.0
14,1,30,19,2,0,31,1,1.0,1.0,12,BENGKEL MOBIL,3.0,0.0,11,2.0,5.0,12.0
14,1,30,18,18,0,96,2,1.0,2.0,19,KOS KOSAN DAN KULINER,1.0,0.0,11,2.0,8.0,19.0
14,1,30,18,18,0,115,1,1.0,1.0,19,KONTRAKAN RUMAH,0.0,0.0,11,1.0,1.0,19.0
14,1,30,19,5,0,40,1,1.0,1.0,13,SOPIR TRAVEL,0.0,0.0,11,1.0,1.0,13.0
14,1,30,19,5,0,34,2,1.0,1.0,24,PHOTOGRAPHER,0.0,0.0,11,1.0,4.0,24.0
14,1,30,18,21,0,109,3,1.0,1.0,14,USAHA PECEL LELE,1.0,0.0,11,1.0,15.0,14.0
14,1,30,19,2,0,38,2,1.0,1.0,14,KANTIN SEKOLAH,1.0,0.0,11,1.0,1.0,14.0
14,1,30,19,3,0,7,2,1.0,1.0,24,USAHA LAUNDRY,0.0,0.0,11,1.0,5.0,24.0
14,1,30,19,3,0,19,1,1.0,1.0,08,"JASA INTERIOR (KITCHEN SET, DLL)",0.0,0.0,11,1.0,7.0,8.0
14,1,30,19,3,0,21,1,1.0,1.0,12,USAHA VARIASI MOTOR,0.0,0.0,11,1.0,7.0,12.0
14,1,30,19,3,0,26,1,1.0,1.0,14,USAHA CAFE MINUMAN,2.0,1.0,11,2.0,15.0,14.0
14,1,30,19,3,0,23,1,1.0,1.0,12,USAHA WARUNG HARIAN/KELONTONG,0.0,1.0,11,1.0,1.0,12.0
14,1,30,19,3,0,28,2,1.0,1.0,14,USAHA MINUMAN CAFE,5.0,0.0,11,2.0,7.0,14.0
14,1,30,19,3,0,24,1,1.0,1.0,14,USAHA RUMAH MAKAN,0.0,1.0,11,1.0,1.0,14.0
14,1,30,19,4,0,11,5,1.0,1.0,24,GURU LES DIRUMAH,0.0,0.0,11,1.0,1.0,24.0
14,1,30,19,5,0,132,2,1.0,1.0,04,KOLAM IKAN,0.0,0.0,11,1.0,1.0,4.0
14,1,30,19,3,0,20,1,1.0,1.0,24,JASA SERVICE HANDPHONE,0.0,0.0,11,1.0,3.0,24.0
14,1,30,19,2,0,27,1,1.0,1.0,12,BENGKEL MOBIL,0.0,2.0,11,1.0,1.0,12.0
14,1,30,19,2,0,28,1,1.0,1.0,14,KEDAI KOPI,0.0,0.0,11,1.0,1.0,14.0
14,1,30,19,2,0,30,2,1.0,1.0,12,KEDAI HARIAN,0.0,1.0,11,1.0,1.0,12.0
14,1,30,19,7,0,42,1,1.0,1.0,12,JUAL ROTI,5.0,2.0,01,2.0,28.0,12.0
14,1,30,19,2,0,39,2,1.0,1.0,12,MENJUAL ALAT TULIS KANTOR,4.0,1.0,11,2.0,7.0,12.0
14,1,30,19,3,0,29,1,1.0,1.0,12,USAHA DAGANG GORENGAN,0.0,2.0,11,1.0,1.0,12.0
14,1,30,19,3,0,32,1,1.0,1.0,24,JASA URUT TUNA NETRA,0.0,0.0,11,1.0,5.0,24.0
14,1,30,19,3,0,40,1,1.0,1.0,12,USAHA PEDAGANG BUAH DIPASAR,0.0,0.0,11,1.0,3.0,12.0
14,1,30,19,3,0,41,1,1.0,1.0,12,USAHA PEDAGANG BUAH DI PASAR,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,3,0,42,1,1.0,1.0,12,USAHA PEDAGANG BUAH DIPASAR,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,3,0,46,1,1.0,1.0,12,PEDAGANG BUAH DI PASAR,0.0,0.0,11,1.0,3.0,12.0
14,1,30,19,8,0,26,1,1.0,1.0,12,TOKO MEKAR SARI ATK,1.0,2.0,01,2.0,1.0,12.0
14,1,30,19,6,0,6,1,1.0,1.0,24,LAUNDRY,2.0,0.0,11,1.0,12.0,24.0
14,1,30,19,3,0,45,1,1.0,1.0,12,USAHA BERDAGANG ICE CREAM KELILING,0.0,0.0,11,1.0,7.0,12.0
14,1,30,19,3,0,48,1,1.0,1.0,12,PEDAGANG AYAM DIPASAR,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,6,0,3,3,1.0,1.0,13,TRAVEL,0.0,0.0,11,2.0,1.0,13.0
14,1,30,19,11,0,28,1,1.0,1.0,12,PEDAGANG IKAN ,0.0,1.0,11,1.0,1.0,12.0
14,1,30,19,11,0,40,1,1.0,1.0,03,BERKEBUN SAWIT,0.0,2.0,10,2.0,1.0,3.0
14,1,30,19,9,0,5,5,1.0,1.0,14,MENJUAL DONAT,0.0,0.0,11,1.0,4.0,14.0
14,1,30,19,3,0,38,1,1.0,1.0,12,USAHA BERDAGANG BUAH DI PASAR,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,3,0,39,1,1.0,1.0,12,USAHA BERDAGANG DI PASAR,0.0,0.0,11,1.0,3.0,12.0
14,1,30,19,6,0,49,3,1.0,1.0,04,KOLAM IKAN,0.0,1.0,11,2.0,4.0,4.0
14,1,30,19,6,0,53,2,1.0,1.0,14,KANTIN,0.0,0.0,01,1.0,1.0,14.0
14,1,30,19,6,0,55,1,1.0,1.0,08,USAHA KUE,0.0,2.0,11,2.0,4.0,8.0
14,1,30,19,9,0,8,1,1.0,1.0,19,KONTRAKTOR,0.0,0.0,10,3.0,1.0,19.0
14,1,30,19,9,0,18,1,1.0,1.0,14,WARUNG PECEL LELE ,0.0,3.0,10,2.0,4.0,14.0
14,1,30,19,10,0,7,1,1.0,1.0,18,STUDIO FOTO,0.0,0.0,11,1.0,1.0,18.0
14,1,30,19,10,0,4,2,1.0,1.0,12,TOKO PAKAIAN,1.0,0.0,11,2.0,13.0,12.0
14,1,30,19,11,0,57,1,1.0,1.0,03,KEBUN KARET ,0.0,1.0,11,1.0,1.0,3.0
14,1,30,19,11,0,64,3,1.0,1.0,16,BRI LINK ,0.0,0.0,10,1.0,8.0,16.0
14,1,30,19,10,0,29,3,1.0,1.0,08,USAHA MIE BASAH,0.0,0.0,11,1.0,1.0,8.0
14,1,30,19,10,0,31,1,1.0,1.0,02,BERKEBUN SAYUR,0.0,0.0,11,1.0,1.0,2.0
14,1,30,19,13,0,36,3,1.0,1.0,12,PEDAGANG CABE DIPASAR,0.0,1.0,11,1.0,1.0,12.0
14,1,30,20,1,0,1,1,1.0,1.0,01,LADANG,0.0,0.0,11,1.0,1.0,1.0
14,1,30,19,11,0,2,1,1.0,1.0,13,SUPIR TRAVEL,0.0,0.0,11,2.0,1.0,13.0
14,1,30,19,13,0,37,2,1.0,1.0,08,USAHA KRIPIK SINGKONG,0.0,0.0,11,1.0,1.0,8.0
14,1,30,20,1,0,3,1,1.0,1.0,03,KEBUN KARET,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,1,0,4,1,1.0,1.0,03,KEBUN KARET,1.0,0.0,11,1.0,1.0,3.0
14,1,30,20,1,0,9,4,1.0,1.0,14,KEDAI SARAPAN PAGI,0.0,0.0,11,1.0,1.0,14.0
14,1,30,19,7,0,1,3,1.0,1.0,24,LAUNDRY,0.0,0.0,11,1.0,1.0,24.0
14,1,30,19,7,0,22,2,1.0,1.0,12,JUALAN KERUPUK,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,7,0,13,1,1.0,1.0,14,JUALAN SATE KELILING,0.0,1.0,11,1.0,1.0,14.0
14,1,30,19,7,0,26,1,1.0,1.0,12,WARUNG HARIAN,0.0,1.0,01,1.0,1.0,12.0
14,1,30,19,7,0,29,3,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,10,1.0,1.0,3.0
14,1,30,19,7,0,36,1,1.0,1.0,08,MENGELOLAH KUE KERING,0.0,1.0,10,1.0,1.0,8.0
14,1,30,19,5,0,95,1,1.0,1.0,24,SALON KECANTIKAN,0.0,0.0,11,1.0,4.0,24.0
14,1,30,19,5,0,89,1,1.0,4.0,13,TUKANG OJEK,0.0,0.0,11,1.0,1.0,13.0
14,1,30,20,4,0,32,3,1.0,1.0,12,JUALAN PULSA,0.0,0.0,01,1.0,8.0,12.0
14,1,30,19,11,0,63,1,1.0,1.0,13,OJEK ,0.0,0.0,11,1.0,1.0,13.0
14,1,30,19,7,0,9,4,1.0,1.0,15,KONTER PULSA,0.0,0.0,11,1.0,16.0,15.0
14,1,30,19,11,0,59,2,1.0,1.0,08,MEMBUAT KUE ,0.0,0.0,11,1.0,24.0,8.0
14,1,30,19,7,0,19,4,1.0,1.0,12,JUALAN AKSESORIS,0.0,0.0,10,1.0,1.0,12.0
14,1,30,19,5,0,100,1,1.0,1.0,03,PETANI SAWIT,0.0,0.0,10,1.0,1.0,3.0
14,1,30,19,7,0,23,1,1.0,1.0,15,SATE KELILING,0.0,1.0,11,1.0,1.0,15.0
14,1,30,20,1,0,7,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,30,20,6,0,12,1,1.0,1.0,14,MENJUAL KEBAB ,1.0,0.0,11,1.0,1.0,14.0
14,1,30,19,12,0,18,2,1.0,1.0,12,PEDAGANG SAYUR,0.0,0.0,11,1.0,1.0,12.0
14,1,30,20,1,0,19,2,1.0,1.0,14,KEDAI LONTONG,0.0,0.0,11,1.0,1.0,14.0
14,1,30,20,1,0,31,1,1.0,1.0,12,DAGANG ROKOK,0.0,0.0,11,1.0,4.0,12.0
14,1,30,20,1,0,33,1,1.0,1.0,04,KOLAM IKAN,0.0,0.0,11,1.0,1.0,4.0
14,1,30,20,1,0,55,1,1.0,1.0,12,DAGANG BUAH,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,12,0,28,1,1.0,1.0,12,KEDAI HARIAN,0.0,1.0,11,1.0,1.0,12.0
14,1,30,19,12,0,3,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,30,19,12,0,4,1,1.0,1.0,14,USAHA SARAPAN PAGI DI PASAR,0.0,0.0,11,1.0,1.0,14.0
14,1,30,19,12,0,5,1,1.0,1.0,14,USAHA SARAPAN PAGI,0.0,1.0,11,1.0,1.0,14.0
14,1,30,20,1,0,50,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,2,0,10,1,1.0,1.0,07,MENDULANG EMAS,0.0,0.0,11,1.0,1.0,7.0
14,1,30,20,2,0,5,1,1.0,1.0,07,TAMBANG PASIR DAN BATU,1.0,0.0,11,1.0,1.0,7.0
14,1,30,20,2,0,13,1,1.0,1.0,08,CETAK BATU BATAKO,0.0,0.0,11,1.0,1.0,8.0
14,1,30,20,2,0,11,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,2,0,16,1,1.0,1.0,14,KEDAI MAKANAN,0.0,0.0,11,1.0,1.0,14.0
14,1,30,20,2,0,9,1,1.0,1.0,10,DEPOT AIR MINUM,0.0,0.0,11,1.0,1.0,10.0
14,1,30,20,2,0,24,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,30,20,6,0,2,2,1.0,1.0,12,JUALAN CENDOL,0.0,0.0,11,1.0,4.0,12.0
14,1,30,19,13,0,2,3,1.0,1.0,24,USAHA GALI SUMUR BOR,1.0,0.0,11,1.0,7.0,24.0
14,1,30,19,12,0,37,1,1.0,1.0,12,TOKO PAKAIAN,0.0,1.0,11,1.0,7.0,12.0
14,1,30,20,2,0,19,3,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,2,0,23,3,1.0,1.0,07,MENDULANG EMAS,0.0,0.0,11,1.0,1.0,7.0
14,1,30,19,13,0,5,4,1.0,1.0,13,USAHA TRAVEL,0.0,0.0,10,1.0,5.0,13.0
14,1,30,20,2,0,46,2,1.0,1.0,08,BUAT KERUPUK,2.0,0.0,11,1.0,4.0,8.0
14,1,30,20,3,0,4,1,1.0,1.0,03,KEBUN KARET,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,3,0,7,1,1.0,1.0,12,DAGANG KERUPUK,0.0,0.0,11,1.0,1.0,12.0
14,1,30,20,1,0,52,1,1.0,1.0,01,LADANG,0.0,0.0,11,1.0,1.0,1.0
14,1,30,19,12,0,32,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,2,0,38,1,1.0,1.0,14,JUAL KERUPUK,0.0,0.0,11,1.0,1.0,14.0
14,1,30,19,12,0,39,1,1.0,1.0,03,PETANI SAWIT,1.0,0.0,11,2.0,1.0,3.0
14,1,30,19,12,0,41,2,1.0,1.0,24,USAHA LAUNDRY,0.0,1.0,11,1.0,1.0,24.0
14,1,30,19,13,0,4,3,1.0,1.0,08,USAHA KERIPIK SINGKONG,0.0,0.0,11,1.0,1.0,8.0
14,1,30,19,13,0,6,2,1.0,1.0,12,KEDAI HARIAN,0.0,2.0,11,1.0,1.0,12.0
14,1,30,19,13,0,13,1,1.0,1.0,14,RUMAH MAKAN,2.0,0.0,11,2.0,1.0,14.0
14,1,30,19,13,0,34,1,1.0,1.0,08,MEMBUAT ROTI,0.0,2.0,11,1.0,5.0,8.0
14,1,30,19,13,0,29,2,1.0,1.0,13,USAHA TRAVEL MOBIL TLK PKU,0.0,0.0,10,1.0,5.0,13.0
14,1,30,21,1,0,53,1,1.0,1.0,14,RUMAH MAKAN,4.0,1.0,01,2.0,4.0,14.0
14,1,30,20,2,0,45,1,1.0,1.0,04,TERNAK IKAN,0.0,0.0,11,1.0,4.0,4.0
14,1,30,20,3,0,15,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,30,20,2,0,39,3,1.0,1.0,12,JUAL IKAN,0.0,0.0,11,1.0,4.0,12.0
14,1,30,20,2,0,48,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,3,0,23,2,1.0,1.0,12,KEDAI HARIAN,0.0,0.0,11,1.0,1.0,12.0
14,1,30,20,2,0,49,1,1.0,1.0,03,KEBUN KARET,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,3,0,16,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,30,20,3,0,14,2,1.0,1.0,08,MENJAHIT,0.0,0.0,11,1.0,1.0,8.0
14,1,30,20,3,0,18,1,1.0,1.0,03,KEBUN KARET,0.0,0.0,11,1.0,1.0,3.0
14,1,30,20,3,0,24,2,1.0,1.0,14,KANTIN SEKOLAH SMA,1.0,0.0,11,1.0,1.0,14.0
14,1,30,20,2,0,30,1,1.0,1.0,13,ANGKUTA BATU DAN PASIR,1.0,0.0,11,1.0,1.0,13.0
14,1,30,20,6,0,24,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,30,20,2,0,33,2,1.0,1.0,02,KEBUN SAYUR,0.0,0.0,11,1.0,4.0,2.0
14,1,30,20,2,0,42,1,1.0,1.0,07,MENDULANG EMAS,0.0,0.0,11,1.0,1.0,7.0
14,1,30,19,13,0,10,3,1.0,1.0,08,USAHA KERIPIK SINGKONG,0.0,0.0,11,1.0,1.0,8.0
14,1,30,21,1,0,50,2,1.0,1.0,08,MEMBUAT KUE,1.0,0.0,11,1.0,1.0,8.0
14,1,30,19,13,0,30,3,1.0,1.0,14,JUALAN MINUMAN,0.0,1.0,11,1.0,1.0,14.0
14,1,30,21,1,0,52,1,1.0,1.0,01,PETANI PADI,0.0,0.0,11,1.0,11.0,1.0
14,1,30,19,13,0,9,3,1.0,1.0,12,PEDAGANG CABE DIPASAR,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,13,0,12,1,1.0,1.0,13,SUPIR TRAVEL,0.0,0.0,10,1.0,7.0,13.0
14,1,30,19,13,0,15,2,1.0,1.0,12,PEDAGANG CABE BAWANG DIPASAR,0.0,0.0,11,1.0,1.0,12.0
14,1,30,19,13,0,17,2,1.0,1.0,12,BENGKEL MOBIL,0.0,0.0,11,1.0,7.0,12.0
14,1,30,20,3,0,3,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,30,19,13,0,25,5,1.0,1.0,08,USAHA MEMBUAT KERUPUK,0.0,0.0,11,1.0,1.0,8.0
14,1,30,19,13,0,27,3,1.0,1.0,12,PEDAGANG KASUR BANTAL,0.0,0.0,11,1.0,5.0,12.0
14,1,30,19,13,0,28,3,1.0,1.0,05,PETERNAK DAN BERDAGANG SAPI,0.0,0.0,11,1.0,5.0,5.0
14,1,30,20,3,0,19,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,30,20,3,0,41,1,1.0,1.0,14,DAGANG MINUMAN,0.0,0.0,11,1.0,1.0,14.0
14,1,30,20,3,0,51,3,1.0,1.0,07,MENDULANG EMAS,0.0,0.0,11,1.0,1.0,7.0
14,1,30,20,3,0,49,1,1.0,1.0,07,MENDULANG EMAS,0.0,0.0,11,1.0,1.0,7.0
14,1,30,21,1,0,13,1,1.0,1.0,08,MEMBUAT LEMARI KACA,2.0,0.0,11,2.0,1.0,8.0
14,1,30,21,2,0,6,2,1.0,1.0,12,JUAL PAKAIAN,1.0,1.0,11,1.0,8.0,12.0
14,1,30,21,4,0,48,1,1.0,1.0,14,PONSEL ,1.0,0.0,01,2.0,4.0,14.0
14,1,30,21,4,0,51,2,1.0,1.0,12,JUALAN DONAT ,0.0,0.0,11,1.0,4.0,12.0
14,1,30,21,5,0,6,1,1.0,1.0,03,SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,30,21,5,0,5,1,1.0,1.0,03,SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,30,21,4,0,73,2,1.0,1.0,12,JUALAN ONLINE GAJI,0.0,0.0,11,1.0,4.0,12.0
14,1,30,21,5,0,3,1,1.0,1.0,24,CUCIAN MOBIL,3.0,0.0,11,2.0,1.0,24.0
14,1,30,21,2,0,12,2,1.0,1.0,12,USAHA KERUPUK,0.0,2.0,11,1.0,1.0,12.0
14,1,30,20,3,0,46,1,1.0,1.0,07,MENDULANG EMAS,0.0,0.0,11,1.0,1.0,7.0
14,1,30,21,5,0,110,1,1.0,1.0,05,PEDAGANG AYAM,0.0,0.0,11,1.0,1.0,5.0
14,1,30,20,5,0,75,5,1.0,1.0,12,JUALAN PULSA,0.0,0.0,11,1.0,8.0,12.0
14,1,30,21,5,0,111,1,1.0,1.0,03,USAHA PINANG,0.0,0.0,11,1.0,1.0,3.0
14,1,30,21,5,0,107,3,1.0,1.0,12,KEDAI HARIAN,0.0,0.0,11,1.0,1.0,12.0
14,1,30,21,6,0,6,1,1.0,1.0,15,TOKO PONSEL,3.0,0.0,11,2.0,1.0,15.0
14,1,30,21,5,0,31,1,1.0,1.0,02,KEBUN SAYUR,0.0,0.0,11,1.0,1.0,2.0
14,1,30,21,2,0,34,1,1.0,1.0,08,USAHA BATU BATA,2.0,0.0,10,1.0,1.0,8.0
14,1,30,21,6,0,7,1,1.0,1.0,03,BERKEBUN KARET,0.0,0.0,11,1.0,1.0,3.0
14,1,30,21,5,0,44,1,1.0,1.0,03,PETANI SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,30,21,5,0,46,1,1.0,1.0,12,BENGKEL SEPEDA MOTOR,1.0,0.0,11,1.0,1.0,12.0
14,1,30,21,5,0,53,1,1.0,1.0,01,SPARE PART MOBIL,2.0,0.0,10,2.0,1.0,1.0
14,1,30,21,5,0,42,2,1.0,1.0,14,RESTORAN,3.0,0.0,10,3.0,1.0,14.0
14,1,30,21,5,0,57,1,1.0,1.0,12,TOKO ELEKTRONIK,2.0,0.0,10,3.0,1.0,12.0
14,1,30,21,5,0,9,1,1.0,1.0,12,KEBUN KARET,1.0,0.0,11,1.0,1.0,12.0
14,1,30,21,5,0,26,1,1.0,1.0,03,PETANI KARET,0.0,1.0,11,1.0,1.0,3.0
14,1,30,21,6,0,36,1,1.0,1.0,12,BENGKEL LAS,0.0,0.0,04,2.0,1.0,12.0
14,1,30,21,3,0,12,3,1.0,1.0,19,HANTARAN PERNIKAHAN,0.0,0.0,11,2.0,4.0,19.0
14,1,30,21,3,0,126,1,1.0,1.0,22,BUKA KLINIK,10.0,0.0,01,4.0,4.0,22.0
14,1,30,21,6,0,26,2,1.0,1.0,12,KEDAI HARIAN,0.0,0.0,11,1.0,1.0,12.0
14,1,30,21,5,0,114,1,1.0,1.0,04,KOLAM IKAN,0.0,0.0,10,1.0,1.0,4.0
14,1,30,21,6,0,41,1,1.0,1.0,14,WARUNG KOPI,0.0,0.0,01,1.0,1.0,14.0
14,1,30,21,5,0,36,1,1.0,1.0,02,USAHA JUALAN REMPAH,0.0,1.0,11,1.0,1.0,2.0
14,1,30,21,6,0,35,1,1.0,1.0,04,KOLAM IKAN,3.0,0.0,10,2.0,1.0,4.0
14,1,30,21,6,0,51,1,1.0,1.0,05,JUAL AYAM POTONG,0.0,0.0,10,1.0,1.0,5.0
14,1,30,21,3,0,17,3,1.0,1.0,12,JUALAN BAJU DAN KOSMETIK,0.0,0.0,11,1.0,4.0,12.0
14,1,30,21,5,0,55,1,1.0,1.0,11,TUKANG BANGUNAN,2.0,0.0,10,1.0,1.0,11.0
14,1,30,21,5,0,65,2,1.0,1.0,14,KANTIN,0.0,0.0,11,1.0,1.0,14.0
14,1,30,21,6,0,15,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,10,1.0,1.0,3.0
14,1,30,21,5,0,68,1,1.0,1.0,03,SAWIT,0.0,0.0,10,1.0,1.0,3.0
14,1,30,21,5,0,49,1,1.0,1.0,24,USAHA PENGETIKAN,0.0,0.0,11,1.0,1.0,24.0
14,1,30,21,5,0,51,1,1.0,1.0,10,AIR ISI ULANG,0.0,0.0,10,1.0,1.0,10.0
14,1,30,21,6,0,21,1,1.0,1.0,03,KEBUN KARET,0.0,0.0,10,1.0,1.0,3.0
14,1,30,22,1,0,9,1,1.0,1.0,03,PETANI SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,30,21,6,0,30,1,1.0,1.0,03,KEBUN SENDIRI,0.0,0.0,11,1.0,1.0,3.0
14,1,30,21,5,0,66,1,1.0,1.0,12,KEDAI HARIAN,0.0,0.0,10,1.0,1.0,12.0
14,1,30,21,5,0,73,1,1.0,1.0,13,SOPIR TRAVEL PEKANBARU,0.0,0.0,11,1.0,1.0,13.0
14,1,30,21,6,0,45,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,10,2.0,1.0,3.0
14,1,30,22,1,0,34,2,1.0,1.0,12,TOKO BATIK,2.0,0.0,10,1.0,4.0,12.0
14,1,30,22,1,0,42,2,1.0,1.0,08,MEMBUAT KUE,0.0,0.0,10,1.0,4.0,8.0
14,1,30,22,1,0,38,1,1.0,1.0,12,DAGANG KERUPUK,0.0,0.0,11,1.0,1.0,12.0
14,1,30,22,1,0,46,2,1.0,1.0,12,WARUNG ATK,0.0,0.0,10,1.0,4.0,12.0
14,1,30,22,1,0,51,1,1.0,1.0,08,DEPOT ISI ULANG,0.0,0.0,10,1.0,1.0,8.0
14,1,30,21,6,0,59,1,1.0,1.0,03,PERKEBUNAN SAWIT,3.0,0.0,11,1.0,1.0,3.0
14,1,30,21,6,0,65,1,1.0,1.0,07,DOMPENG,2.0,0.0,11,2.0,1.0,7.0
14,1,30,22,1,0,39,1,1.0,1.0,12,DAGANG TELUR,0.0,0.0,11,1.0,1.0,12.0
14,1,30,22,1,0,59,2,1.0,1.0,14,JUALAN MINUMAN DITAMAN,0.0,0.0,11,1.0,1.0,14.0
14,1,30,21,3,0,161,2,1.0,1.0,24,MEMBUKA SALON/ MAKE UP,0.0,0.0,11,1.0,4.0,24.0
14,1,30,21,4,0,18,1,1.0,1.0,19,WEDDING ORAGANIZER,12.0,0.0,01,4.0,4.0,19.0
14,1,30,21,4,0,34,2,1.0,1.0,12,JUALAN ONLINE ,0.0,0.0,11,2.0,4.0,12.0
14,1,30,21,4,0,28,2,1.0,1.0,24,MAKEUP PENGANTIN ,0.0,0.0,11,2.0,4.0,24.0
14,1,30,21,5,0,72,1,1.0,1.0,23,ORGEN,6.0,0.0,10,2.0,1.0,23.0
14,1,30,21,5,0,82,1,1.0,1.0,03,JUAL BIBIT,1.0,0.0,10,4.0,1.0,3.0
14,1,30,22,2,0,2,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,10,2.0,1.0,3.0
14,1,30,22,6,0,10,1,1.0,1.0,12,BENGKEL LAS,0.0,0.0,11,1.0,1.0,12.0
14,1,30,21,4,0,47,3,1.0,1.0,24,JASA MAKE UP,0.0,0.0,11,1.0,4.0,24.0
14,1,30,22,2,0,28,3,1.0,1.0,08,MEMBUAT KUE,0.0,0.0,11,1.0,4.0,8.0
14,1,30,22,2,0,27,1,1.0,1.0,24,MENJAHIT,0.0,0.0,11,1.0,1.0,24.0
14,1,30,22,3,0,79,1,1.0,1.0,03,PEDAGANG SAWIT,2.0,0.0,11,1.0,2.0,3.0
14,1,30,22,2,0,21,1,1.0,1.0,08,DEPOT ISI ULANG,0.0,0.0,10,1.0,1.0,8.0
