kode_prov,kode_kab,kode_kec,kode_desa,kode_sls,kode_subsls,id_rt,id_art,r420a,r420b,r421,r421_desk,r422,r423,r424,r425,r426,r421_kode
14,1,21,2,6,0,15,4,1.0,1.0,12,TOKO BAJU ANAK-ANAK,1.0,1.0,10,2.0,4.0,12.0
14,1,21,2,5,0,67,1,1.0,1.0,12,AGEN SAWIT,5.0,0.0,01,4.0,1.0,12.0
14,1,21,2,6,0,10,1,1.0,1.0,24,USAHA LAUNDRY,1.0,1.0,11,2.0,1.0,24.0
14,1,21,2,6,0,14,1,1.0,1.0,12,USAHA PUPUK ORGANIK,1.0,1.0,11,2.0,1.0,12.0
14,1,21,2,10,0,37,2,1.0,1.0,12,JUALAN AYAM,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,9,0,3,1,1.0,1.0,05,PETERNAKAN,1.0,0.0,11,1.0,4.0,5.0
14,1,21,2,3,0,49,1,1.0,2.0,03,LADANG SAWIT,5.0,0.0,01,3.0,1.0,3.0
14,1,21,2,3,0,53,1,1.0,1.0,04,TERNAK IKAN,0.0,0.0,11,1.0,1.0,4.0
14,1,21,1,5,0,54,1,1.0,1.0,12,SALON,0.0,0.0,10,1.0,1.0,12.0
14,1,21,2,6,0,20,3,1.0,1.0,05,PETERNAK WALET,0.0,1.0,10,3.0,1.0,5.0
14,1,21,2,6,0,18,3,1.0,1.0,12,TOKO SEMBAKO/BERAS,0.0,1.0,11,2.0,1.0,12.0
14,1,21,2,6,0,21,1,1.0,1.0,12,WARUNG SEMBAKO,0.0,1.0,11,1.0,1.0,12.0
14,1,21,2,6,0,25,1,1.0,1.0,12,JUALAN AYAM POTONG,0.0,1.0,11,2.0,1.0,12.0
14,1,21,2,6,0,26,1,1.0,1.0,14,JUALAN SATE PADANG,0.0,1.0,11,1.0,1.0,14.0
14,1,21,2,13,0,30,5,1.0,1.0,24,LAUNDRY,0.0,1.0,11,1.0,2.0,24.0
14,1,21,2,6,0,6,3,1.0,1.0,24,SALON KECANTIKAN,1.0,1.0,01,1.0,1.0,24.0
14,1,21,2,6,0,7,3,1.0,1.0,14,JUALAN SATE,1.0,1.0,11,2.0,1.0,14.0
14,1,21,2,6,0,11,1,1.0,1.0,12,JUALAN BENSIN,0.0,1.0,11,1.0,1.0,12.0
14,1,21,2,6,0,23,2,1.0,1.0,12,WARUNG SEMBAKO,0.0,1.0,11,2.0,1.0,12.0
14,1,21,2,4,0,10,1,1.0,1.0,12,TOKE SAWIT,2.0,1.0,10,3.0,1.0,12.0
14,1,21,2,4,0,18,1,1.0,1.0,05,TERNAK SAPI,1.0,1.0,11,2.0,1.0,5.0
14,1,21,2,4,0,24,1,1.0,1.0,03,PETANI SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,4,0,29,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,6,0,59,1,1.0,1.0,14,KULINER SOTO,1.0,1.0,11,1.0,1.0,14.0
14,1,21,2,6,0,61,1,1.0,1.0,14,WARUNG KULINER AYAM BAKAR,1.0,1.0,11,1.0,1.0,14.0
14,1,21,2,7,0,1,1,1.0,1.0,24,BRI LINK,0.0,1.0,01,4.0,1.0,24.0
14,1,21,2,7,0,2,1,1.0,1.0,03,PETANI SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,7,0,4,1,1.0,1.0,03,PETANI  SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,4,0,27,1,1.0,1.0,03,PETANI SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,13,0,53,1,1.0,1.0,12,BENGKEL MOTOR,0.0,0.0,11,1.0,1.0,12.0
14,1,21,2,13,0,50,1,1.0,1.0,03,PERKEBUNAN SAWIT,4.0,2.0,11,4.0,1.0,3.0
14,1,21,2,3,0,55,2,1.0,1.0,12,JUALAN AYAM POTONG,2.0,0.0,11,2.0,1.0,12.0
14,1,21,2,3,0,57,1,1.0,1.0,12,BENGKEL MOBIL,1.0,0.0,11,1.0,1.0,12.0
14,1,21,2,4,0,6,1,1.0,1.0,05,PETERNAK IKAN,1.0,1.0,11,3.0,1.0,5.0
14,1,21,2,4,0,7,1,1.0,1.0,04,PETERNAK IKAN,1.0,1.0,11,2.0,1.0,4.0
14,1,21,2,4,0,23,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,14,0,7,1,1.0,1.0,14,PENJUAL ES TEBU,0.0,0.0,11,1.0,1.0,14.0
14,1,21,2,4,0,30,1,1.0,1.0,03,PETANI SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,4,0,39,1,1.0,1.0,05,TERNAK SAPI,0.0,1.0,11,3.0,1.0,5.0
14,1,21,2,4,0,46,1,1.0,1.0,03,PETERNAK AYAM POTONG,2.0,1.0,10,3.0,1.0,3.0
14,1,21,2,4,0,40,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,5,0,9,3,1.0,1.0,19,FOTO STUDIO,1.0,1.0,11,2.0,1.0,19.0
14,1,21,2,4,0,42,1,1.0,1.0,01,PETANI SAYUR,1.0,1.0,11,1.0,1.0,1.0
14,1,21,2,4,0,43,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,4,0,8,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,4,0,14,1,1.0,1.0,05,PETERNAK AYAM POTONG,1.0,1.0,11,3.0,1.0,5.0
14,1,21,2,14,0,17,1,1.0,1.0,12,BENGKEL ,0.0,0.0,11,1.0,1.0,12.0
14,1,21,2,14,0,32,2,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,6,0,28,1,1.0,1.0,04,PETERNAK IKAN NILA,0.0,1.0,11,3.0,1.0,4.0
14,1,21,2,5,0,3,2,1.0,1.0,14,WARUNG SOTO,1.0,1.0,11,2.0,1.0,14.0
14,1,21,2,12,0,6,2,1.0,1.0,14,KEDAI MINUMAN,0.0,0.0,10,2.0,4.0,14.0
14,1,21,2,12,0,20,2,1.0,1.0,12,JUALAN AYAM POTONG,0.0,1.0,11,1.0,1.0,12.0
14,1,21,2,14,0,38,1,1.0,2.0,08,PEMBUAT GORONG SEMEN,1.0,0.0,11,1.0,1.0,8.0
14,1,21,2,14,0,37,1,1.0,1.0,14,PEDAGANG BAKSO,0.0,0.0,11,1.0,1.0,14.0
14,1,21,2,14,0,29,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,14,0,43,1,1.0,2.0,12,TOKO ,0.0,1.0,02,2.0,1.0,12.0
14,1,21,2,13,0,51,3,1.0,1.0,12,PENJUAL JILBAB,0.0,1.0,11,1.0,8.0,12.0
14,1,21,2,14,0,40,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,21,2,6,0,56,1,1.0,1.0,12,BENGKEL MOBIL,1.0,1.0,11,3.0,1.0,12.0
14,1,21,2,6,0,58,1,1.0,1.0,12,SPAREPART MOTOR,1.0,1.0,10,2.0,1.0,12.0
14,1,21,2,7,0,6,1,1.0,1.0,03,PETANI SAWIT,2.0,1.0,10,2.0,1.0,3.0
14,1,21,2,5,0,4,1,1.0,1.0,14,RUMAH MAKAN,4.0,1.0,10,2.0,1.0,14.0
14,1,21,2,5,0,10,2,1.0,1.0,12,BENGKEL MOBIL,1.0,1.0,01,2.0,1.0,12.0
14,1,21,2,16,0,37,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,2.0,1.0,3.0
14,1,21,2,6,0,60,1,1.0,1.0,12,JUALAN GORENGAN,0.0,1.0,11,1.0,1.0,12.0
14,1,21,2,7,0,10,2,1.0,1.0,01,LOUNDRY,0.0,1.0,10,1.0,1.0,1.0
14,1,21,2,5,0,8,4,1.0,1.0,22,KLINIK DOKTER GIGI,3.0,1.0,10,3.0,1.0,22.0
14,1,21,2,17,0,3,1,1.0,3.0,03,PETANI SAWIT,4.0,0.0,11,1.0,11.0,3.0
14,1,21,2,17,0,19,1,1.0,1.0,24,CUCI MOTOR,0.0,0.0,11,1.0,4.0,24.0
14,1,21,2,14,0,33,2,1.0,1.0,14,PENJUAL JAMU KELLING,0.0,0.0,11,1.0,2.0,14.0
14,1,21,2,17,0,21,2,1.0,1.0,12,JUALAN ONLINE,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,7,0,17,1,1.0,1.0,08,MEBEL,0.0,1.0,11,2.0,1.0,8.0
14,1,21,2,7,0,11,1,1.0,1.0,06,PETANI SAWIT,2.0,1.0,10,2.0,1.0,6.0
14,1,21,2,7,0,19,1,1.0,1.0,12,JUALAN KULINER,1.0,1.0,11,2.0,1.0,12.0
14,1,21,2,7,0,22,1,1.0,1.0,24,AGEN BRI LINK,0.0,0.0,10,2.0,1.0,24.0
14,1,21,2,14,0,41,1,1.0,1.0,12,TOKE SAWIT,0.0,1.0,11,2.0,2.0,12.0
14,1,21,2,7,0,30,1,1.0,1.0,03,PETANI SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,7,0,32,1,1.0,1.0,03,PETANI SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,7,0,37,1,1.0,1.0,12,CONTER WAHANA PONSEL,2.0,1.0,02,4.0,8.0,12.0
14,1,21,2,24,0,23,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,2.0,1.0,3.0
14,1,21,2,7,0,25,1,1.0,1.0,24,PANGKAS RAMBUT ,0.0,1.0,11,2.0,1.0,24.0
14,1,21,2,24,0,24,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,24,0,26,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,24,0,28,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,25,0,1,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,25,0,6,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,25,0,13,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,25,0,7,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,1.0,11,2.0,1.0,3.0
14,1,21,2,25,0,8,1,1.0,1.0,03,PERKEBUNAN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,25,0,12,2,1.0,1.0,12,PEDAGANG ECERAN,0.0,0.0,11,1.0,1.0,12.0
14,1,21,2,17,0,24,2,1.0,1.0,12,BENGKEL MOTOR,1.0,1.0,11,1.0,1.0,12.0
14,1,21,2,17,0,38,2,1.0,1.0,12,PEDAGANG SAYUR,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,17,0,42,2,1.0,1.0,12,PEDAGANG SEMBAKO,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,18,0,3,1,1.0,1.0,12,PEDAGANG KERUPUK,5.0,0.0,11,1.0,4.0,12.0
14,1,21,2,17,0,43,1,1.0,1.0,03,KEBUN SAWIT,2.0,1.0,11,1.0,1.0,3.0
14,1,21,2,25,0,15,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,25,0,20,1,1.0,1.0,03,PERKEBUNAN SAWIT,0.0,3.0,11,1.0,1.0,3.0
14,1,21,2,7,0,7,1,1.0,1.0,12,JUALAN BATU,0.0,1.0,11,1.0,4.0,12.0
14,1,21,2,7,0,9,1,1.0,1.0,03,PETANI SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,17,0,15,1,1.0,1.0,12,BENGKEL LAS,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,15,0,3,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,19,0,6,2,1.0,1.0,12,PEDAGANG MINYAK BBM,0.0,0.0,11,1.0,1.0,12.0
14,1,21,2,18,0,43,1,1.0,1.0,12,PEDAGANG BAKSO,0.0,2.0,11,1.0,4.0,12.0
14,1,21,2,19,0,5,3,1.0,2.0,10,USAHA AIR MINUM ISI ULANG,0.0,0.0,11,1.0,1.0,10.0
14,1,21,2,7,0,34,1,1.0,1.0,03,PETANI SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,19,0,8,3,1.0,1.0,03,KEBUN SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,19,0,15,2,1.0,2.0,05,TERNAK SAPI,0.0,0.0,11,2.0,1.0,5.0
14,1,21,2,19,0,22,6,1.0,1.0,12,BENGKEL SEPEDA MOTOR,1.0,1.0,11,2.0,1.0,12.0
14,1,21,2,19,0,23,2,1.0,2.0,08,PABRIK TEMPE,1.0,1.0,11,1.0,1.0,8.0
14,1,21,2,19,0,28,1,1.0,1.0,03,PETANI SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,24,0,33,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,21,2,24,0,34,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,15,0,17,2,1.0,2.0,08,PENGUSAHA TEMPE,0.0,1.0,11,1.0,1.0,8.0
14,1,21,2,15,0,11,2,1.0,2.0,08,USAHA JENANG,1.0,0.0,11,2.0,1.0,8.0
14,1,21,2,15,0,18,2,1.0,1.0,12,AGEN MS GLOW,0.0,1.0,11,1.0,4.0,12.0
14,1,21,2,15,0,32,1,1.0,1.0,03,PERKEBUNAN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,21,2,15,0,35,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,18,0,1,2,1.0,1.0,12,PEDAGANG BAJU,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,19,0,38,1,1.0,1.0,12,PEDAGANG SEMBAKO,0.0,0.0,11,1.0,1.0,12.0
14,1,21,2,20,0,13,1,1.0,4.0,03,PERKEBUNAN,2.0,0.0,11,1.0,2.0,3.0
14,1,21,2,21,0,3,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,18,0,20,2,1.0,1.0,12,WARUNG RUMAH MAKAN,1.0,1.0,11,1.0,4.0,12.0
14,1,21,2,21,0,30,4,1.0,1.0,03,PERKEBUNAN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,21,2,21,0,27,3,1.0,2.0,12,JUAL/PAKET SKINCARE,0.0,1.0,11,1.0,4.0,12.0
14,1,21,2,21,0,38,2,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,1.0,1.0,3.0
14,1,21,2,21,0,37,3,1.0,1.0,15,KONTER HP,0.0,0.0,11,1.0,1.0,15.0
14,1,21,2,21,0,45,1,1.0,2.0,12,TOKE BUAH KELAPA SAWIT,4.0,0.0,11,3.0,1.0,12.0
14,1,21,2,22,0,13,1,1.0,1.0,03,PERKEBUNAN,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,22,0,1,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,18,0,29,2,1.0,1.0,14,PEDAGANG JAMU GENDONG,0.0,1.0,11,1.0,1.0,14.0
14,1,21,2,18,0,38,2,1.0,1.0,12,PEDAGANG ONLINE,1.0,0.0,11,1.0,4.0,12.0
14,1,21,2,19,0,24,4,1.0,1.0,12,PEDAGANG AYAM POTONG,0.0,0.0,11,1.0,1.0,12.0
14,1,21,2,19,0,29,5,1.0,1.0,12,BENGKEL MOBIL,1.0,1.0,11,1.0,1.0,12.0
14,1,21,2,19,0,31,1,1.0,1.0,08,PEMBUATAN GORONG GORONG,0.0,0.0,11,1.0,1.0,8.0
14,1,21,2,16,0,6,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,2.0,1.0,3.0
14,1,21,2,19,0,36,3,1.0,1.0,12,PEDAGANG MADU ONLINE,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,28,0,2,1,1.0,1.0,03,PERKEBUNAN,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,28,0,3,1,1.0,1.0,03,PERKEBUNAN,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,28,0,9,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,28,0,17,2,1.0,1.0,14,PEDAGANG SARAPAN PAGI,1.0,0.0,11,1.0,1.0,14.0
14,1,21,2,28,0,20,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,28,0,26,2,1.0,1.0,14,PEDAGANG GORENGAN,0.0,0.0,11,1.0,1.0,14.0
14,1,21,2,22,0,17,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,22,0,18,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,1.0,11,3.0,1.0,3.0
14,1,21,2,22,0,9,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,28,0,22,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,22,0,6,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,22,0,14,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,22,0,20,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,1.0,11,2.0,1.0,3.0
14,1,21,2,22,0,26,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,23,0,7,1,1.0,1.0,03,KEBUN SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,28,0,38,1,1.0,1.0,03,SAWIT,4.0,0.0,11,2.0,1.0,3.0
14,1,21,2,28,0,47,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,16,0,12,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,28,0,110,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,1.0,11,1.0,1.0,3.0
14,1,21,2,22,0,19,2,1.0,1.0,12,PEDAGANG SEMBAKO,0.0,0.0,11,1.0,1.0,12.0
14,1,21,2,28,0,108,1,1.0,1.0,03,PERKEBUNAN MASIH PENANAMAN,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,28,0,119,2,1.0,1.0,12,PEDAGANG JAJANAN,0.0,2.0,11,1.0,1.0,12.0
14,1,21,2,28,0,123,2,1.0,1.0,12,PEDAGANG SEMBAKO,0.0,1.0,11,1.0,1.0,12.0
14,1,21,2,22,0,22,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,22,0,24,1,1.0,2.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,23,0,4,1,1.0,2.0,03,PERKEBUNAN SAWIT,4.0,0.0,02,2.0,1.0,3.0
14,1,21,2,23,0,10,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,23,0,6,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,23,0,17,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,23,0,18,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,23,0,26,1,1.0,1.0,03,KEBUN SAWIT,1.0,2.0,11,2.0,1.0,3.0
14,1,21,2,28,0,10,1,1.0,1.0,03,PERKEBUNAN SAWIT,0.0,1.0,11,2.0,1.0,3.0
14,1,21,2,28,0,11,1,1.0,1.0,03,PERKEBUNAN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,28,0,12,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,28,0,23,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,28,0,24,2,1.0,1.0,14,PEDAGANG AYAM GEPREK,1.0,0.0,11,1.0,1.0,14.0
14,1,21,2,24,0,7,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,2.0,1.0,3.0
14,1,21,2,24,0,8,1,1.0,1.0,03,KEBUN SAWIT,0.0,2.0,11,1.0,1.0,3.0
14,1,21,2,28,0,39,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,2.0,11,1.0,1.0,3.0
14,1,21,2,28,0,41,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,24,0,3,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,24,0,4,2,1.0,5.0,12,PEDAGANG SEMBAKO,0.0,1.0,11,1.0,1.0,12.0
14,1,21,2,24,0,6,1,1.0,1.0,03,KEBUN SAWIT,0.0,0.0,11,2.0,1.0,3.0
14,1,21,2,24,0,10,1,1.0,2.0,03,KEBUN SAWIT,1.0,0.0,11,2.0,1.0,3.0
14,1,21,3,2,0,45,1,1.0,1.0,08,PERCETAKAN,1.0,1.0,02,1.0,4.0,8.0
14,1,21,2,16,0,7,1,1.0,10.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,28,0,72,2,1.0,1.0,14,PEDAGANG MAKANAN,0.0,2.0,11,1.0,1.0,14.0
14,1,21,2,28,0,74,1,1.0,1.0,03,PERKEBUNAN,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,23,0,12,1,1.0,1.0,03,KEBUN SAWIT,2.0,0.0,11,2.0,1.0,3.0
14,1,21,2,28,0,78,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,24,0,1,1,1.0,1.0,03,KEBUN SAWIT,0.0,1.0,11,1.0,1.0,3.0
14,1,21,2,28,0,98,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,2,28,0,57,2,1.0,1.0,14,PEDAGANG MIE AYAM,0.0,0.0,11,1.0,1.0,14.0
14,1,21,2,28,0,59,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,3,6,0,10,1,1.0,1.0,03,PEMILIK KEBUN SAWIT,2.0,1.0,11,2.0,3.0,3.0
14,1,21,2,24,0,2,1,1.0,1.0,03,KEBUN SAWIT,2.0,1.0,11,2.0,1.0,3.0
14,1,21,2,24,0,13,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,2.0,1.0,3.0
14,1,21,3,4,0,1,1,1.0,1.0,12,JUAL BELI MOBIL,0.0,1.0,11,5.0,1.0,12.0
14,1,21,3,6,0,15,1,1.0,1.0,03,PEMILIK KEBUN SAWIT,1.0,1.0,11,2.0,3.0,3.0
14,1,21,3,6,0,23,3,1.0,1.0,22,KLINIK KESEHATAN,0.0,2.0,11,1.0,1.0,22.0
14,1,21,3,6,0,12,1,1.0,1.0,03,PEMILIK KEBUN SAWIT,2.0,0.0,10,2.0,3.0,3.0
14,1,21,3,6,0,22,1,1.0,1.0,03,PEMILIK KEBUN SAWIT,2.0,1.0,11,2.0,3.0,3.0
14,1,21,2,24,0,20,1,1.0,1.0,03,KEBUN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,2,30,0,2,1,1.0,1.0,24,SALON KECANTIKAN,1.0,1.0,01,3.0,4.0,24.0
14,1,21,2,29,0,21,1,1.0,1.0,12,PEDAGANG AYAM POTONG,0.0,1.0,11,1.0,4.0,12.0
14,1,21,3,3,0,6,2,1.0,1.0,12,WARUNG SEMBAKO,0.0,1.0,11,2.0,1.0,12.0
14,1,21,3,4,0,17,1,1.0,1.0,12,JUAL BELI MOTOR BEKAS,1.0,0.0,11,1.0,1.0,12.0
14,1,21,2,28,0,79,1,1.0,1.0,03,PERKEBUNAN SAWIT,1.0,0.0,11,1.0,1.0,3.0
14,1,21,3,6,0,28,1,1.0,1.0,03,PEMILIK KEBUN SAWIT,2.0,0.0,11,1.0,1.0,3.0
14,1,21,3,6,0,30,1,1.0,1.0,03,PEMILIK KEBUN SAWIT,4.0,0.0,10,3.0,3.0,3.0
14,1,21,3,6,0,24,1,1.0,1.0,03,PEMILIK KEBUN SAWIT,2.0,0.0,11,2.0,3.0,3.0
14,1,21,3,7,0,14,1,1.0,1.0,12,TOKO BANGUNAN,2.0,0.0,01,3.0,1.0,12.0
14,1,21,3,7,0,11,2,1.0,1.0,12,WARUNG,0.0,0.0,11,1.0,1.0,12.0
14,1,21,3,7,0,26,1,1.0,1.0,12,BENGKEL MOTOR,0.0,0.0,10,1.0,1.0,12.0
14,1,21,3,7,0,2,2,1.0,1.0,22,PRAKTEK BIDAN,0.0,1.0,10,1.0,1.0,22.0
14,1,21,3,7,0,32,1,1.0,1.0,24,LAUNDRY PAKAIAN,0.0,0.0,11,1.0,1.0,24.0
14,1,21,3,7,0,20,1,1.0,1.0,14,DAGANG CILOK,0.0,1.0,11,1.0,1.0,14.0
14,1,21,2,29,0,27,3,1.0,1.0,12,TOKO PEDAGANG PUPUK,2.0,0.0,11,2.0,2.0,12.0
14,1,21,2,28,0,100,1,1.0,1.0,03,PERKEBUNAN SAWIT,2.0,1.0,11,2.0,1.0,3.0
14,1,21,2,30,0,10,1,1.0,1.0,12,PEDAGANG RONGSOKAN,2.0,1.0,11,3.0,1.0,12.0
14,1,21,2,30,0,16,2,1.0,1.0,12,PEDAGANG BAJU,0.0,1.0,01,1.0,4.0,12.0
14,1,21,3,3,0,39,1,1.0,1.0,14,JUAL MAKANAN BAKSO CILOK BAKAR,0.0,2.0,11,1.0,4.0,14.0
14,1,21,3,6,0,14,1,1.0,1.0,03,PEMILIK KEBUN SAWIT,4.0,0.0,10,3.0,3.0,3.0
14,1,21,2,31,0,14,4,1.0,1.0,12,PEDAGANG AYAM GEPREK,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,31,0,16,1,1.0,1.0,12,PEDAGANG BBM ECERAN,0.0,0.0,11,1.0,4.0,12.0
14,1,21,2,30,0,17,2,1.0,1.0,05,TERNAK AYAM,0.0,1.0,11,1.0,1.0,5.0
14,1,21,3,10,0,18,2,1.0,1.0,12,PEMILIK WARUNG,0.0,2.0,11,1.0,13.0,12.0
14,1,21,3,9,0,10,2,1.0,1.0,12,PENJUAL PAKAIAN ONLINE,0.0,1.0,11,1.0,15.0,12.0
14,1,21,3,9,0,17,1,1.0,2.0,03,PEMILIK KEBUN SAWIT,2.0,1.0,11,2.0,3.0,3.0
14,1,21,3,9,0,15,1,1.0,1.0,12,PEMILIK TOKO,0.0,1.0,01,1.0,4.0,12.0
14,1,21,3,7,0,18,2,1.0,1.0,12,WARUNG SEMBAKO,0.0,0.0,10,1.0,1.0,12.0
14,1,21,2,32,0,3,2,1.0,1.0,12,PEDAGANG ONLINE,0.0,0.0,11,1.0,4.0,12.0
